TIME,R1,MYO1,R2,MYO2,APPARENT_07_21_RHO,APPARENT_35_21_RHO,CCR
0.172,142.6,0.02,213.001,-0.086,6.272,6.246,4700.0
0.173,142.602,-0.301,213.005,-0.754,6.272,6.246,4700.0
0.174,142.604,-0.085,213.01,-0.123,6.272,6.246,4700.0
0.175,142.605,0.451,213.015,0.733,6.272,6.246,4700.0
0.176,142.607,-0.029,213.02,0.148,6.272,6.246,4700.0
0.177,142.609,-0.075,213.025,-0.109,6.272,6.246,4700.0
0.178,142.611,-0.007,213.03,0.074,6.272,6.246,4700.0
0.179,142.613,-0.049,213.035,-0.04,6.272,6.247,4700.0
0.18,142.615,0.132,213.039,0.099,6.273,6.247,4700.0
0.181,142.618,-0.426,213.044,-0.533,6.273,6.247,4700.0
0.182,142.621,-0.044,213.049,-0.251,6.273,6.247,4700.0
0.183,142.624,0.474,213.054,0.603,6.273,6.247,4700.0
0.184,142.627,-0.008,213.059,0.058,6.273,6.247,4700.0
0.185,142.63,-0.016,213.064,0.07,6.273,6.247,4700.0
0.186,142.633,0.01,213.069,-0.035,6.273,6.248,4700.0
0.187,142.636,-0.027,213.074,-0.11,6.273,6.248,4700.0
0.188,142.639,0.018,213.079,0.068,6.274,6.248,4700.0
0.189,142.642,-0.098,213.084,-0.163,6.274,6.248,4700.0
0.19,142.643,-0.139,213.085,0.096,6.274,6.248,4700.0
0.191,142.644,-0.105,213.086,-0.295,6.274,6.248,4700.0
0.192,142.646,-0.035,213.087,-0.079,6.274,6.248,4700.0
0.193,142.647,0.149,213.088,0.461,6.274,6.248,4700.0
0.194,142.648,0.271,213.089,-0.025,6.274,6.248,4700.0
0.195,142.649,0.133,213.09,0.048,6.274,6.248,4700.0
0.196,142.651,0.003,213.092,-0.011,6.274,6.248,4700.0
0.197,142.652,-0.114,213.093,-0.092,6.274,6.248,4700.0
0.198,142.653,-0.185,213.094,0.095,6.274,6.248,4700.0
0.199,142.655,-0.109,213.095,-0.09,6.274,6.248,4700.0
0.2,142.655,0.073,213.097,-0.102,6.274,6.248,4700.0
0.201,142.656,-0.103,213.098,0.023,6.274,6.248,4700.0
0.202,142.656,-0.162,213.1,-0.042,6.274,6.248,4700.0
0.203,142.657,0.326,213.102,-0.118,6.274,6.248,4700.0
0.204,142.657,0.169,213.104,0.071,6.274,6.249,4700.0
0.205,142.658,0.029,213.106,0.249,6.274,6.249,4700.0
0.206,142.658,0.01,213.107,0.132,6.274,6.249,4700.0
0.207,142.659,-0.158,213.109,-0.088,6.274,6.249,4700.0
0.208,142.659,-0.025,213.111,-0.069,6.274,6.249,4700.0
0.209,142.66,-0.058,213.113,-0.037,6.275,6.249,4700.0
0.21,142.662,0.033,213.116,-0.01,6.275,6.249,4700.0
0.211,142.665,-0.222,213.118,-0.104,6.275,6.249,4700.0
0.212,142.667,0.019,213.121,-0.224,6.275,6.249,4700.0
0.213,142.67,0.329,213.124,0.117,6.275,6.249,4700.0
0.214,142.672,-0.152,213.127,0.131,6.275,6.249,4700.0
0.215,142.675,0.179,213.129,0.168,6.275,6.249,4700.0
0.216,142.678,0.072,213.132,0.18,6.275,6.249,4700.0
0.217,142.68,-0.184,213.135,-0.138,6.275,6.249,4700.0
0.218,142.683,0.0,213.138,-0.099,6.276,6.25,4700.0
0.219,142.685,-0.032,213.14,0.018,6.276,6.25,4700.0
0.22,142.686,0.079,213.143,0.079,6.276,6.25,4700.0
0.221,142.687,-0.241,213.145,-0.404,6.276,6.25,4700.0
0.222,142.688,0.011,213.148,-0.202,6.276,6.25,4700.0
0.223,142.689,0.264,213.15,0.487,6.276,6.25,4700.0
0.224,142.69,-0.138,213.153,0.086,6.276,6.25,4700.0
0.225,142.691,0.004,213.156,0.003,6.276,6.25,4700.0
0.226,142.692,0.042,213.158,-0.041,6.276,6.25,4700.0
0.227,142.693,-0.033,213.161,-0.104,6.276,6.25,4700.0
0.228,142.694,0.147,213.163,0.146,6.276,6.25,4700.0
0.229,142.695,-0.002,213.166,-0.1,6.276,6.25,4700.0
0.23,142.696,-0.172,213.167,-0.079,6.276,6.25,4700.0
0.231,142.697,0.154,213.168,0.173,6.276,6.25,4700.0
0.232,142.698,0.002,213.169,-0.011,6.276,6.25,4700.0
0.233,142.699,-0.197,213.171,-0.05,6.276,6.251,4700.0
0.234,142.7,0.096,213.172,-0.018,6.276,6.251,4700.0
0.235,142.702,-0.141,213.173,-0.299,6.276,6.251,4700.0
0.236,142.703,0.032,213.174,0.084,6.276,6.251,4700.0
0.237,142.704,0.2,213.176,0.298,6.276,6.251,4700.0
0.238,142.705,-0.15,213.177,-0.083,6.276,6.251,4700.0
0.239,142.706,0.023,213.178,0.011,6.277,6.251,4700.0
0.24,142.708,0.044,213.181,-0.012,6.277,6.251,4700.0
0.241,142.709,0.072,213.184,0.118,6.277,6.251,4700.0
0.242,142.711,0.117,213.186,0.046,6.277,6.251,4700.0
0.243,142.713,-0.053,213.189,-0.157,6.277,6.251,4700.0
0.244,142.715,0.006,213.192,0.051,6.277,6.251,4700.0
0.245,142.716,-0.257,213.195,-0.146,6.277,6.251,4700.0
0.246,142.718,-0.167,213.197,-0.086,6.277,6.251,4700.0
0.247,142.72,0.245,213.2,0.101,6.277,6.251,4700.0
0.248,142.721,0.03,213.203,-0.021,6.277,6.251,4700.0
0.249,142.723,0.031,213.206,0.026,6.277,6.252,4700.0
0.25,142.722,0.002,213.205,0.103,6.277,6.251,4700.0
0.251,142.721,-0.164,213.204,-0.058,6.277,6.251,4700.0
0.252,142.719,0.145,213.203,0.027,6.277,6.251,4700.0
0.253,142.718,0.296,213.203,0.411,6.277,6.251,4700.0
0.254,142.717,-0.054,213.202,-0.114,6.277,6.251,4700.0
0.255,142.716,-0.37,213.201,-0.546,6.277,6.251,4700.0
0.256,142.714,-0.01,213.2,-0.028,6.277,6.251,4700.0
0.257,142.713,0.059,213.199,0.153,6.277,6.251,4700.0
0.258,142.712,0.0,213.199,0.059,6.277,6.251,4700.0
0.259,142.711,0.09,213.198,0.045,6.277,6.251,4700.0
0.26,142.71,-0.195,213.198,-0.014,6.277,6.251,4700.0
0.261,142.709,0.451,213.198,0.191,6.277,6.251,4700.0
0.262,142.707,0.181,213.199,0.141,6.277,6.251,4700.0
0.263,142.706,-0.649,213.199,-0.308,6.277,6.251,4700.0
0.264,142.705,-0.005,213.199,-0.115,6.276,6.251,4700.0
0.265,142.704,0.071,213.2,0.044,6.276,6.251,4700.0
0.266,142.703,0.134,213.2,-0.03,6.276,6.251,4700.0
0.267,142.702,0.116,213.2,0.143,6.276,6.251,4700.0
0.268,142.701,-0.078,213.2,0.045,6.276,6.251,4700.0
0.269,142.7,0.095,213.201,-0.012,6.276,6.251,4700.0
0.27,142.701,-0.158,213.201,-0.103,6.276,6.251,4700.0
0.271,142.703,0.026,213.201,0.039,6.276,6.251,4700.0
0.272,142.704,-0.049,213.202,0.089,6.276,6.251,4700.0
0.273,142.705,-0.061,213.202,-0.099,6.276,6.251,4700.0
0.274,142.707,0.171,213.203,0.001,6.277,6.251,4700.0
0.275,142.708,-0.057,213.203,-0.148,6.277,6.251,4700.0
0.276,142.709,0.098,213.203,0.108,6.277,6.251,4700.0
0.277,142.71,-0.007,213.204,0.184,6.277,6.251,4700.0
0.278,142.712,-0.067,213.204,-0.047,6.277,6.251,4700.0
0.279,142.713,-0.017,213.204,-0.002,6.277,6.251,4700.0
0.28,142.713,-0.048,213.205,-0.159,6.277,6.251,4700.0
0.281,142.713,-0.051,213.206,0.066,6.277,6.252,4700.0
0.282,142.713,-0.114,213.207,0.01,6.277,6.252,4700.0
0.283,142.712,0.394,213.208,0.118,6.277,6.252,4700.0
0.284,142.712,0.06,213.209,0.083,6.277,6.252,4700.0
0.285,142.712,-0.377,213.209,-0.463,6.277,6.252,4700.0
0.286,142.712,0.142,213.21,0.114,6.277,6.252,4700.0
0.287,142.712,0.027,213.211,0.18,6.277,6.252,4700.0
0.288,142.711,-0.152,213.212,-0.104,6.277,6.252,4700.0
0.289,142.711,0.077,213.213,0.179,6.277,6.252,4700.0
0.29,142.71,0.126,213.212,-0.009,6.277,6.252,4700.0
0.291,142.709,0.111,213.212,0.192,6.277,6.252,4700.0
0.292,142.708,0.007,213.211,0.039,6.277,6.252,4700.0
0.293,142.707,-0.47,213.21,-0.816,6.277,6.252,4700.0
0.294,142.706,-0.142,213.21,-0.087,6.277,6.252,4700.0
0.295,142.705,0.611,213.209,0.86,6.276,6.252,4700.0
0.296,142.704,-0.008,213.208,0.02,6.276,6.252,4700.0
0.297,142.703,-0.136,213.207,-0.163,6.276,6.252,4700.0
0.298,142.702,0.145,213.207,0.027,6.276,6.252,4700.0
0.299,142.702,-0.188,213.206,-0.18,6.276,6.252,4700.0
0.3,142.704,-0.093,213.209,0.095,6.276,6.252,4700.0
0.301,142.706,-0.166,213.212,-0.453,6.277,6.252,4700.0
0.302,142.708,0.044,213.215,-0.108,6.277,6.252,4700.0
0.303,142.71,0.36,213.218,0.74,6.277,6.252,4700.0
0.304,142.712,0.009,213.221,0.085,6.277,6.252,4700.0
0.305,142.714,-0.089,213.224,-0.166,6.277,6.252,4700.0
0.306,142.716,-0.02,213.226,-0.141,6.277,6.252,4700.0
0.307,142.718,-0.099,213.229,-0.158,6.277,6.252,4700.0
0.308,142.72,0.031,213.232,0.112,6.277,6.252,4700.0
0.309,142.722,0.072,213.235,0.037,6.277,6.252,4700.0
0.31,142.724,-0.123,213.237,-0.12,6.277,6.252,4700.0
0.311,142.726,0.193,213.239,0.255,6.277,6.252,4700.0
0.312,142.728,0.065,213.24,0.145,6.278,6.253,4700.0
0.313,142.73,-0.409,213.242,-0.418,6.278,6.253,4700.0
0.314,142.732,0.127,213.244,0.002,6.278,6.253,4700.0
0.315,142.734,0.121,213.246,-0.027,6.278,6.253,4700.0
0.316,142.736,-0.111,213.247,-0.046,6.278,6.253,4700.0
0.317,142.738,0.116,213.249,0.309,6.278,6.253,4700.0
0.318,142.74,-0.074,213.251,-0.068,6.278,6.253,4700.0
0.319,142.742,0.082,213.253,0.058,6.278,6.253,4700.0
0.32,142.742,0.115,213.255,0.05,6.278,6.253,4700.0
0.321,142.742,-0.038,213.257,0.001,6.278,6.253,4700.0
0.322,142.743,0.017,213.26,0.003,6.278,6.253,4700.0
0.323,142.743,-0.099,213.262,-0.311,6.278,6.253,4700.0
0.324,142.743,-0.026,213.264,0.045,6.278,6.253,4700.0
0.325,142.743,-0.149,213.267,0.071,6.278,6.253,4700.0
0.326,142.743,-0.058,213.269,0.014,6.278,6.253,4700.0
0.327,142.744,0.159,213.271,0.051,6.278,6.253,4700.0
0.328,142.744,-0.009,213.274,-0.177,6.278,6.254,4700.0
0.329,142.744,0.077,213.276,0.102,6.278,6.254,4700.0
0.33,142.745,-0.005,213.278,0.126,6.278,6.254,4700.0
0.331,142.747,0.06,213.28,-0.019,6.278,6.254,4700.0
0.332,142.748,0.209,213.282,0.152,6.278,6.254,4700.0
0.333,142.749,0.043,213.284,0.16,6.278,6.254,4700.0
0.334,142.751,-0.221,213.286,-0.198,6.279,6.254,4700.0
0.335,142.752,-0.458,213.288,-0.45,6.279,6.254,4700.0
0.336,142.753,0.07,213.29,-0.027,6.279,6.254,4700.0
0.337,142.755,0.14,213.292,0.167,6.279,6.254,4700.0
0.338,142.756,-0.006,213.294,0.098,6.279,6.254,4700.0
0.339,142.757,0.231,213.296,0.135,6.279,6.254,4700.0
0.34,142.759,-0.095,213.299,-0.077,6.279,6.254,4700.0
0.341,142.76,0.264,213.302,0.161,6.279,6.254,4700.0
0.342,142.762,0.195,213.305,0.162,6.279,6.254,4700.0
0.343,142.763,-0.341,213.308,-0.336,6.279,6.255,4700.0
0.344,142.765,-0.047,213.311,-0.075,6.279,6.255,4700.0
0.345,142.766,-0.316,213.314,0.06,6.279,6.255,4700.0
0.346,142.767,-0.098,213.317,-0.088,6.279,6.255,4700.0
0.347,142.769,0.241,213.32,0.03,6.279,6.255,4700.0
0.348,142.77,-0.047,213.323,-0.064,6.279,6.255,4700.0
0.349,142.772,0.144,213.326,0.085,6.279,6.255,4700.0
0.35,142.774,0.059,213.327,0.183,6.28,6.255,4700.0
0.351,142.775,0.341,213.329,0.087,6.28,6.255,4700.0
0.352,142.777,0.215,213.33,0.087,6.28,6.255,4700.0
0.353,142.779,-0.671,213.332,-0.259,6.28,6.255,4700.0
0.354,142.781,-0.244,213.334,-0.186,6.28,6.255,4700.0
0.355,142.783,0.174,213.335,0.101,6.28,6.255,4700.0
0.356,142.785,0.062,213.337,-0.108,6.28,6.255,4700.0
0.357,142.787,0.024,213.338,-0.068,6.28,6.255,4700.0
0.358,142.788,-0.016,213.34,0.214,6.28,6.255,4700.0
0.359,142.79,0.147,213.341,0.121,6.28,6.255,4700.0
0.36,142.791,0.021,213.343,-0.062,6.28,6.256,4700.0
0.361,142.791,-0.004,213.345,0.156,6.28,6.256,4700.0
0.362,142.791,-0.069,213.347,0.058,6.28,6.256,4700.0
0.363,142.791,-0.058,213.348,-0.172,6.28,6.256,4700.0
0.364,142.791,0.055,213.35,-0.167,6.28,6.256,4700.0
0.365,142.792,-0.023,213.352,-0.194,6.28,6.256,4700.0
0.366,142.792,0.102,213.354,0.17,6.28,6.256,4700.0
0.367,142.792,-0.057,213.355,0.132,6.28,6.256,4700.0
0.368,142.792,-0.075,213.357,-0.039,6.28,6.256,4700.0
0.369,142.792,0.021,213.359,0.066,6.28,6.256,4700.0
0.37,142.793,0.009,213.359,-0.085,6.28,6.256,4700.0
0.371,142.793,0.012,213.359,0.049,6.28,6.256,4700.0
0.372,142.793,-0.07,213.36,0.115,6.28,6.256,4700.0
0.373,142.793,-0.034,213.36,-0.048,6.28,6.256,4700.0
0.374,142.794,-0.098,213.36,-0.137,6.28,6.256,4700.0
0.375,142.794,0.311,213.36,0.069,6.28,6.256,4700.0
0.376,142.794,0.189,213.361,0.048,6.28,6.256,4700.0
0.377,142.795,-0.169,213.361,-0.128,6.28,6.256,4700.0
0.378,142.795,0.032,213.361,0.167,6.28,6.256,4700.0
0.379,142.795,-0.165,213.361,-0.023,6.28,6.256,4700.0
0.38,142.796,0.019,213.363,-0.116,6.28,6.256,4700.0
0.381,142.796,-0.227,213.365,-0.079,6.28,6.256,4700.0
0.382,142.797,-0.17,213.367,-0.055,6.281,6.256,4700.0
0.383,142.797,0.241,213.368,0.095,6.281,6.256,4700.0
0.384,142.798,0.014,213.37,-0.085,6.281,6.256,4700.0
0.385,142.798,0.44,213.372,0.394,6.281,6.256,4700.0
0.386,142.799,0.023,213.374,0.178,6.281,6.256,4700.0
0.387,142.8,-0.177,213.375,-0.289,6.281,6.256,4700.0
0.388,142.8,0.063,213.377,-0.026,6.281,6.257,4700.0
0.389,142.801,-0.35,213.379,-0.177,6.281,6.257,4700.0
0.39,142.801,0.05,213.379,0.033,6.281,6.257,4700.0
0.391,142.801,-0.184,213.38,-0.233,6.281,6.257,4700.0
0.392,142.802,-0.161,213.38,-0.137,6.281,6.257,4700.0
0.393,142.802,0.551,213.381,0.563,6.281,6.257,4700.0
0.394,142.803,0.139,213.381,0.145,6.281,6.257,4700.0
0.395,142.803,-0.13,213.382,-0.021,6.281,6.257,4700.0
0.396,142.803,-0.066,213.382,-0.147,6.281,6.257,4700.0
0.397,142.804,-0.131,213.382,-0.26,6.281,6.257,4700.0
0.398,142.804,0.021,213.383,0.104,6.281,6.257,4700.0
0.399,142.804,0.014,213.383,-0.032,6.281,6.257,4700.0
0.4,142.804,-0.023,213.385,-0.056,6.281,6.257,4700.0
0.401,142.804,0.23,213.387,0.182,6.281,6.257,4700.0
0.402,142.804,-0.04,213.388,0.067,6.281,6.257,4700.0
0.403,142.804,-0.283,213.39,-0.002,6.281,6.257,4700.0
0.404,142.804,0.014,213.392,-0.077,6.281,6.257,4700.0
0.405,142.803,-0.029,213.394,-0.234,6.281,6.257,4700.0
0.406,142.803,0.164,213.395,0.118,6.281,6.257,4700.0
0.407,142.803,0.131,213.397,0.158,6.281,6.257,4700.0
0.408,142.803,-0.151,213.399,-0.05,6.281,6.257,4700.0
